SK_ID_CURR,split
148814,train
148815,train
148817,train
148818,train
148819,train
148822,train
148824,train
148826,train
148827,train
148830,train
148833,train
148834,train
148835,train
148836,train
148837,train
148838,train
148839,train
148841,train
148842,train
148843,train
148847,train
148851,train
148852,train
148854,train
148858,train
148859,train
148860,train
148863,train
148866,train
148867,train
148868,train
148869,train
148870,train
148871,train
148872,train
148875,train
148876,train
148878,train
148879,train
148880,train
148881,train
148882,train
148884,train
148885,train
148887,train
148889,train
148890,train
148892,train
148894,train
148895,train
148897,train
148898,train
148904,train
148905,train
148907,train
148908,train
148909,train
148915,train
148916,train
148917,train
148918,train
148920,train
148921,train
148922,train
148923,train
148924,train
148926,train
148927,train
148928,train
148929,train
148930,train
148931,train
148932,train
148934,train
148936,train
148938,train
148939,train
148940,train
148942,train
148943,train
148944,train
148945,train
148947,train
148950,train
148951,train
148952,train
148953,train
148957,train
148958,train
148959,train
148960,train
148962,train
148963,train
148964,train
148965,train
148967,train
148968,train
148972,train
148973,train
148974,train
148981,train
148982,train
148983,train
148984,train
148985,train
148986,train
148987,train
148988,train
148989,train
148991,train
148992,train
148993,train
148994,train
148997,train
148998,train
149001,train
149002,train
149004,train
149005,train
149006,train
149008,train
149010,train
149011,train
149014,train
149016,train
149017,train
149018,train
149019,train
149020,train
149021,train
149024,train
149026,train
149027,train
149030,train
149031,train
149032,train
149033,train
149034,train
149036,train
149037,train
149040,train
149041,train
149042,train
149043,train
149044,train
149045,train
149046,train
149047,train
149048,train
149049,train
149055,train
149058,train
149059,train
149060,train
149061,train
149064,train
149065,train
149066,train
149068,train
149069,train
149070,train
149071,train
149074,train
149075,train
149077,train
149078,train
149079,train
149080,train
149082,train
149083,train
149084,train
149086,train
149087,train
149088,train
149089,train
149091,train
149092,train
149094,train
149095,train
149096,train
149097,train
149099,train
149101,train
149102,train
149104,train
149105,train
149108,train
149109,train
149110,train
149111,train
149113,train
149114,train
149115,train
149116,train
149121,train
149122,train
149123,train
149124,train
149125,train
149126,train
149127,train
149128,train
149131,train
149132,train
149133,train
149134,train
149135,train
149136,train
149137,train
149139,train
149140,train
149141,train
149142,train
149143,train
149144,train
149147,train
149148,train
149149,train
149151,train
149152,train
149153,train
149156,train
149159,train
149168,train
149169,train
149170,train
149172,train
149174,train
149178,train
149181,train
149182,train
149184,train
149185,train
149186,train
149188,train
149190,train
149191,train
149192,train
149193,train
149195,train
149198,train
149199,train
149200,train
149201,train
149202,train
149203,train
149204,train
149205,train
149206,train
149208,train
149211,train
149212,train
149213,train
149215,train
149216,train
149217,train
149218,train
149219,train
149220,train
149221,train
149222,train
149223,train
149224,train
149227,train
149228,train
149229,train
149230,train
149233,train
149238,train
149240,train
149242,train
149244,train
149245,train
149248,train
149249,train
149250,train
149251,train
149252,train
149256,train
149259,train
149260,train
149262,train
149264,train
149267,train
149268,train
149269,train
149271,train
149273,train
149274,train
149275,train
149276,train
149278,train
149279,train
149281,train
149282,train
149285,train
149286,train
149287,train
149288,train
149291,train
149292,train
149296,train
149299,train
149300,train
149301,train
149302,train
149303,train
149304,train
149305,train
149306,train
149307,train
149308,train
149309,train
149311,train
149315,train
149316,train
149317,train
149322,train
149323,train
149327,train
149328,train
149330,train
149331,train
149335,train
149336,train
149343,train
149344,train
149345,train
149346,train
149347,train
149348,train
149350,train
149352,train
149353,train
149355,train
149356,train
149357,train
149358,train
149359,train
149361,train
149363,train
149365,train
149367,train
149368,train
149369,train
149371,train
149373,train
149374,train
149375,train
149377,train
149378,train
149379,train
149381,train
149382,train
149383,train
149385,train
149387,train
149389,train
149390,train
149392,train
149395,train
149398,train
149399,train
149402,train
149403,train
149404,train
149406,train
149407,train
149408,train
149410,train
149411,train
149413,train
149414,train
149420,train
149421,train
149422,train
149423,train
149424,train
149426,train
149427,train
149428,train
149431,train
149432,train
149433,train
149434,train
149438,train
149440,train
149441,train
149445,train
149446,train
149448,train
149449,train
149450,train
149451,train
149453,train
149454,train
149455,train
149457,train
149458,train
149459,train
149460,train
149461,train
149465,train
149466,train
149470,train
149472,train
149473,train
149474,train
149475,train
149476,train
149477,train
149482,train
149483,train
149484,train
149486,train
149487,train
149488,train
149489,train
149494,train
149495,train
149496,train
149497,train
149498,train
149501,train
149504,train
149506,train
149507,train
149508,train
149509,train
149510,train
149511,train
149513,train
149514,train
149515,train
149516,train
149517,train
149518,train
149519,train
149522,train
149526,train
149527,train
149529,train
149531,train
149534,train
149535,train
149537,train
149538,train
149539,train
149542,train
149545,train
149547,train
149549,train
149551,train
149552,train
149553,train
149554,train
149555,train
149556,train
149560,train
149561,train
149564,train
149566,train
149567,train
149571,train
149572,train
149573,train
149574,train
149575,train
149577,train
149578,train
149579,train
149580,train
149583,train
149585,train
149586,train
149589,train
149590,train
149593,train
149594,train
149595,train
149597,train
149598,train
149600,train
149601,train
149604,train
149605,train
149606,train
149608,train
149609,train
149611,train
149613,train
149614,train
149615,train
149616,train
149617,train
149619,train
149620,train
149621,train
149624,train
149625,train
149627,train
149628,train
149629,train
149630,train
149631,train
149633,train
149637,train
149638,train
149639,train
149640,train
149646,train
149649,train
149650,train
149652,train
149653,train
149654,train
149656,train
149657,train
149658,train
149660,train
149661,train
149663,train
149668,train
149670,train
149674,train
149678,train
149681,train
149683,train
149686,train
149687,train
149689,train
149690,train
149692,train
149693,train
149694,train
149696,train
149699,train
149701,train
149703,train
149704,train
149705,train
149706,train
149707,train
149708,train
149709,train
149712,train
149713,train
149715,train
149716,train
149717,train
149718,train
149719,train
149720,train
149721,train
149722,train
149724,train
149728,train
149729,train
149732,train
149735,train
149737,train
149738,train
149739,train
149740,train
149742,train
149743,train
149744,train
149745,train
149746,train
149749,train
149751,train
149753,train
149754,train
149759,train
149761,train
149762,train
149763,train
149765,train
149766,train
149768,train
149769,train
149770,train
149772,train
149774,train
149775,train
149780,train
149781,train
149782,train
149783,train
149784,train
149785,train
149786,train
149788,train
149795,train
149797,train
149798,train
149799,train
149800,train
149802,train
149805,train
149806,train
149808,train
149811,train
149812,train
149813,train
149814,train
149816,train
149817,train
149821,train
149823,train
149825,train
149826,train
149827,train
149828,train
149829,train
149832,train
149833,train
149835,train
149836,train
149838,train
149839,train
149841,train
149842,train
149843,train
149844,train
149845,train
149846,train
149847,train
149848,train
149849,train
149851,train
149852,train
149853,train
149854,train
149855,train
149862,train
149863,train
149864,train
149865,train
149866,train
149867,train
149868,train
149869,train
149870,train
149871,train
149872,train
149873,train
149874,train
149877,train
149878,train
149880,train
149881,train
149883,train
149884,train
149885,train
149886,train
149888,train
149891,train
149892,train
149894,train
149895,train
149896,train
149897,train
149900,train
149902,train
149903,train
149905,train
149906,train
149907,train
149908,train
149909,train
149910,train
149914,train
149915,train
149916,train
149917,train
149920,train
149921,train
149922,train
149924,train
149925,train
149930,train
149931,train
149933,train
149934,train
149937,train
149938,train
149939,train
149942,train
149943,train
149945,train
149948,train
149953,train
149954,train
149955,train
149959,train
149960,train
149961,train
149962,train
149963,train
149964,train
149966,train
149967,train
149968,train
149970,train
149972,train
149973,train
149974,train
149977,train
149978,train
149979,train
149980,train
149981,train
149983,train
149984,train
149985,train
149987,train
149989,train
149990,train
149991,train
149992,train
149993,train
149994,train
149995,train
149997,train
149998,train
149999,train
150000,train
150001,train
150003,train
150004,train
150006,train
150010,train
150013,train
150014,train
150015,train
150016,train
150017,train
150019,train
150020,train
150022,train
150023,train
150024,train
150027,train
150029,train
150030,train
150031,train
150034,train
150036,train
150037,train
150038,train
150039,train
150040,train
150041,train
150042,train
150043,train
150044,train
150045,train
150046,train
150047,train
150048,train
150049,train
150050,train
150053,train
150056,train
150057,train
150059,train
150060,train
150062,train
150068,train
150069,train
150072,train
150073,train
150075,train
150079,train
150080,train
150082,train
150083,train
150086,train
150087,train
150089,train
150090,train
150091,train
150092,train
150093,train
150094,train
150095,train
150096,train
150097,train
150099,train
150100,train
150101,train
150102,train
150103,train
150105,train
150107,train
150108,train
150109,train
150114,train
150118,train
150121,train
150123,train
150124,train
150125,train
150126,train
150129,train
150133,train
150134,train
150136,train
150137,train
150138,train
150141,train
150142,train
150143,train
150144,train
150147,train
150149,train
150151,train
150158,train
150160,train
150161,train
150162,train
150163,train
150164,train
150165,train
150166,train
150167,train
150168,train
150169,train
150170,train
150171,train
150172,train
150175,train
150180,train
150182,train
150183,train
150184,train
150185,train
150186,train
150189,train
150191,train
150194,train
150196,train
150198,train
150199,train
150200,train
150201,train
150202,train
150203,train
150205,train
150206,train
150208,train
150209,train
150210,train
150213,train
150214,train
150215,train
150217,train
150218,train
150219,train
150220,train
150221,train
150225,train
150235,train
150236,train
150238,train
150239,train
150240,train
150241,train
150242,train
150243,train
150244,train
150246,train
150247,train
150248,train
150249,train
150251,train
150253,train
150254,train
150256,train
150261,train
150262,train
150263,train
150264,train
150265,train
150266,train
150270,train
150274,train
150276,train
150278,train
150280,train
150281,train
150283,train
150284,train
150285,train
150287,train
150288,train
150290,train
150292,train
150293,train
150294,train
150296,train
150297,train
150298,train
150300,train
150303,train
150304,train
150305,train
150308,train
150309,train
150314,train
150315,train
150316,train
150317,train
150318,train
150319,train
150323,train
150325,train
150326,train
150327,train
150328,train
150329,train
150331,train
150332,train
150333,train
150334,train
150336,train
150337,train
150338,train
150340,train
150341,train
150344,train
150345,train
150346,train
150348,train
150349,train
150353,train
150356,train
150357,train
150360,train
150362,train
150364,train
150366,train
150367,train
150371,train
150372,train
150373,train
150374,train
150375,train
150376,train
150379,train
150383,train
150384,train
150385,train
150386,train
150388,train
150390,train
150391,train
150395,train
150396,train
150397,train
150398,train
150399,train
150400,train
150401,train
150403,train
150406,train
150407,train
150408,train
150409,train
150411,train
150415,train
150416,train
150417,train
150419,train
150420,train
150421,train
150423,train
150424,train
150425,train
150426,train
150427,train
150428,train
150429,train
150430,train
150432,train
150435,train
150436,train
150437,train
150440,train
150441,train
150443,train
150447,train
150452,train
150453,train
150454,train
150455,train
150456,train
150457,train
150458,train
150459,train
150460,train
150461,train
150462,train
150463,train
150464,train
150466,train
150468,train
150470,train
150472,train
150474,train
150477,train
150482,train
150485,train
150486,train
150487,train
150489,train
150490,train
150492,train
150493,train
150494,train
150498,train
150502,train
150504,train
150505,train
150506,train
150507,train
150511,train
150512,train
150513,train
150514,train
150515,train
150516,train
150517,train
150522,train
150523,train
150525,train
150526,train
150527,train
150528,train
150530,train
150534,train
150541,train
150542,train
150544,train
150546,train
150549,train
150550,train
150553,train
150556,train
150557,train
150560,train
150561,train
150562,train
150564,train
150565,train
150566,train
150567,train
150568,train
150569,train
150570,train
150571,train
150572,train
150573,train
150575,train
150578,train
150579,train
150580,train
150582,train
150583,train
150584,train
150585,train
150586,train
150587,train
150589,train
150590,train
150591,train
150592,train
150593,train
150598,train
150599,train
150602,train
150603,train
150605,train
150606,train
150607,train
150608,train
150610,train
150611,train
150612,train
150613,train
150614,train
150615,train
150616,train
150617,train
150619,train
150621,train
150622,train
150624,train
150629,train
150630,train
150631,train
150634,train
150636,train
150637,train
150638,train
150640,train
150642,train
150644,train
150645,train
150646,train
150647,train
150654,train
150655,train
150656,train
150658,train
150661,train
150663,train
150664,train
150665,train
150668,train
150669,train
150670,train
150671,train
150672,train
150673,train
150674,train
150675,train
150676,train
150677,train
150678,train
150679,train
150681,train
150683,train
150684,train
150687,train
150688,train
150689,train
150690,train
150691,train
150692,train
150693,train
150694,train
150697,train
150701,train
150702,train
150703,train
150704,train
150705,train
150706,train
150707,train
150709,train
150710,train
150711,train
150712,train
150714,train
150716,train
150717,train
150719,train
150720,train
150721,train
150722,train
150723,train
150725,train
150726,train
150732,train
150736,train
150739,train
150740,train
150741,train
150742,train
150747,train
150748,train
150751,train
150752,train
150754,train
150755,train
150757,train
150758,train
150760,train
150763,train
150766,train
150768,train
150769,train
150770,train
150771,train
150772,train
150773,train
150774,train
150775,train
150776,train
150778,train
150781,train
150783,train
150787,train
150790,train
150791,train
150792,train
150794,train
150796,train
150797,train
150798,train
150799,train
150800,train
150801,train
150803,train
150804,train
150805,train
150806,train
150807,train
150811,train
150812,train
150813,train
150814,train
150815,train
150816,train
150823,train
150824,train
150825,train
150826,train
150827,train
150829,train
150830,train
150833,train
150834,train
150836,train
150837,train
150838,train
150839,train
150840,train
150841,train
150842,train
150843,train
150844,train
150847,train
150848,train
150849,train
150850,train
150852,train
150855,train
150856,train
150857,train
150859,train
150860,train
150865,train
150870,train
150871,train
150872,train
150875,train
150876,train
150877,train
150881,train
150882,train
150885,train
150888,train
150890,train
150893,train
150894,train
150898,train
150900,train
150902,train
150903,train
150904,train
150905,train
150906,train
150907,train
150908,train
150909,train
150911,train
150912,train
150915,train
150917,train
150920,train
150921,train
150922,train
150923,train
150924,train
150925,train
150926,train
150927,train
150928,train
150930,train
150931,train
150933,train
150939,train
150940,train
150942,train
150943,train
150944,train
150945,train
150946,train
150947,train
150948,train
150953,train
150954,train
150956,train
150957,train
150958,train
150959,train
150960,train
150962,train
150963,train
150967,train
150968,train
150969,train
150970,train
150971,train
150974,train
150976,train
150977,train
150978,train
150979,train
150984,train
150985,train
150988,train
150990,train
150991,train
150992,train
150994,train
150995,train
150997,train
150998,train
150999,train
151001,train
151003,train
151006,train
151007,train
151008,train
151009,train
151011,train
151015,train
151017,train
151018,train
151019,train
151020,train
151025,train
151026,train
151028,train
151031,train
151032,train
151033,train
151034,train
151037,train
151038,train
151040,train
151044,train
151045,train
151046,train
151048,train
151049,train
151050,train
151051,train
151053,train
151054,train
151055,train
151059,train
151060,train
151071,train
151073,train
151075,train
151077,train
151078,train
151079,train
151081,train
151083,train
151084,train
151087,train
151089,train
151091,train
151094,train
151095,train
151096,train
151098,train
151099,train
151101,train
151102,train
151103,train
151104,train
151107,train
151109,train
151110,train
151111,train
151116,train
151117,train
151118,train
151120,train
151121,train
151125,train
151128,train
151129,train
151130,train
151132,train
151133,train
151134,train
151135,train
151136,train
151137,train
151138,train
151139,train
151140,train
151141,train
151143,train
151144,train
151146,train
151150,train
151152,train
151154,train
151155,train
151156,train
151159,train
151160,train
151161,train
151163,train
151164,train
151165,train
151166,train
151171,train
151172,train
151173,train
151174,train
151175,train
151176,train
151177,train
151179,train
151180,train
151181,train
151182,train
151184,train
151189,train
151190,train
151192,train
151193,train
151194,train
151195,train
151196,train
151197,train
151198,train
151199,train
151200,train
151201,train
151202,train
151205,train
151207,train
151208,train
151211,train
151212,train
151214,train
151215,train
151216,train
151217,train
151220,train
151221,train
151224,train
151225,train
151227,train
151228,train
151229,train
151230,train
151231,train
151233,train
151235,train
151236,train
151240,train
151241,train
151242,train
151243,train
151244,train
151246,train
151247,train
151249,train
151250,train
151251,train
151253,train
151256,train
151258,train
151259,train
151260,train
151261,train
151262,train
151265,train
151268,train
151271,train
151273,train
151274,train
151275,train
151276,train
151277,train
151279,train
151285,train
151287,train
151292,train
151293,train
151296,train
151297,train
151300,train
151301,train
151302,train
151305,train
151307,train
151309,train
151310,train
151311,train
151314,train
151316,train
151319,train
151320,train
151321,train
151322,train
151325,train
151327,train
151331,train
151332,train
151334,train
151336,train
151339,train
151341,train
151342,train
151344,train
151346,train
151349,train
151350,train
151351,train
151353,train
151354,train
151355,train
151359,train
151360,train
151363,train
151364,train
151365,train
151368,train
151369,train
151370,train
151371,train
151375,train
151377,train
151380,train
151381,train
151382,train
151383,train
151384,train
151385,train
151386,train
151387,train
151388,train
151389,train
151390,train
151391,train
151392,train
151393,train
151396,train
151398,train
151399,train
151400,train
151401,train
151402,train
151404,train
151405,train
151406,train
151411,train
151413,train
151415,train
151416,train
151417,train
151418,train
151420,train
151421,train
151422,train
151423,train
151425,train
151427,train
151428,train
151430,train
151431,train
151434,train
151435,train
151436,train
151437,train
151439,train
151440,train
151441,train
151442,train
151444,train
151445,train
151446,train
151447,train
151448,train
151451,train
151452,train
151453,train
151454,train
151456,train
151457,train
151458,train
151460,train
151461,train
151463,train
151469,train
151470,train
151471,train
151473,train
151474,train
151475,train
151477,train
151478,train
151479,train
151482,train
151485,train
151488,train
151491,train
151492,train
151493,train
151494,train
151495,train
151497,train
151499,train
151501,train
151502,train
151503,train
151509,train
151510,train
151512,train
151514,train
151517,train
151521,train
151523,train
151524,train
151525,train
151531,train
151532,train
151535,train
151536,train
151538,train
151541,train
151542,train
151543,train
151544,train
151545,train
151546,train
151547,train
151548,train
151549,train
151551,train
151552,train
151554,train
151555,train
151557,train
151560,train
151564,train
151565,train
151566,train
151567,train
151568,train
151569,train
151571,train
151572,train
151573,train
151574,train
151576,train
151577,train
151580,train
151584,train
151585,train
151587,train
151588,train
151592,train
151593,train
151594,train
151595,train
151596,train
151597,train
151598,train
151599,train
151601,train
151602,train
151605,train
151606,train
151607,train
151609,train
151611,train
151612,train
151613,train
151614,train
151615,train
151616,train
151618,train
151620,train
151621,train
151622,train
151624,train
151625,train
151627,train
151628,train
151631,train
151633,train
151634,train
151635,train
151636,train
151639,train
151640,train
151642,train
151644,train
151645,train
151646,train
151647,train
151648,train
151651,train
151657,train
151658,train
151659,train
151660,train
151662,train
151663,train
151664,train
151665,train
151670,train
151671,train
151672,train
151674,train
151677,train
151679,train
151680,train
151683,train
151684,train
151688,train
151689,train
151690,train
151691,train
151692,train
151693,train
151695,train
151696,train
151698,train
151700,train
151702,train
151704,train
151705,train
151708,train
151709,train
151710,train
151711,train
151712,train
151713,train
151714,train
151715,train
151716,train
151717,train
151718,train
151719,train
151721,train
151722,train
151723,train
151724,train
151725,train
151726,train
151727,train
151731,train
151732,train
151734,train
151736,train
151738,train
151739,train
151740,train
151742,train
151746,train
151747,train
151748,train
151749,train
151752,train
151753,train
151755,train
151757,train
151758,train
151760,train
151761,train
151762,train
151763,train
151764,train
151765,train
151767,train
151769,train
151770,train
151771,train
151772,train
151773,train
151774,train
151775,train
151776,train
151777,train
151778,train
151781,train
151782,train
151783,train
151784,train
151786,train
151787,train
151788,train
151792,train
151793,train
151795,train
151797,train
151798,train
151799,train
151803,train
151804,train
151805,train
151806,train
151807,train
151808,train
151810,train
151812,train
151813,train
151815,train
151817,train
151818,train
151819,train
151823,train
151826,train
151827,train
151830,train
151832,train
151835,train
151836,train
151838,train
151839,train
151841,train
151842,train
151849,train
151850,train
151851,train
151852,train
151854,train
151856,train
151857,train
151858,train
151862,train
151863,train
151864,train
151865,train
151868,train
151869,train
151870,train
151871,train
151873,train
151874,train
151876,train
151877,train
151878,train
151879,train
151880,train
151881,train
151882,train
151884,train
151885,train
151886,train
151887,train
151889,train
151890,train
151892,train
151893,train
151898,train
151904,train
151905,train
151906,train
151907,train
151908,train
151910,train
151911,train
151912,train
151915,train
151916,train
151917,train
151919,train
151921,train
151922,train
151923,train
151924,train
151925,train
151926,train
151927,train
151929,train
151930,train
151931,train
151932,train
151936,train
151937,train
151938,train
151942,train
151943,train
151944,train
151945,train
151947,train
151949,train
151950,train
151952,train
151953,train
151956,train
151957,train
151959,train
151960,train
151961,train
151967,train
151968,train
151970,train
151971,train
151972,train
151976,train
151977,train
151979,train
151980,train
151983,train
151984,train
151987,train
151989,train
151991,train
151992,train
151994,train
151995,train
151996,train
151998,train
152000,train
152003,train
152004,train
152007,train
152008,train
152009,train
152010,train
152011,train
152012,train
152014,train
152016,train
152018,train
152021,train
152022,train
152023,train
152024,train
152026,train
152027,train
152030,train
152031,train
152036,train
152037,train
152038,train
152041,train
152042,train
152043,train
152045,train
152046,train
152049,train
152050,train
152052,train
152053,train
152054,train
152055,train
152056,train
152058,train
152059,train
152060,train
152061,train
152062,train
152063,train
152065,train
152068,train
152069,train
152070,train
152072,train
152073,train
152074,train
152075,train
152077,train
152078,train
152080,train
152081,train
152083,train
152085,train
152086,train
152087,train
152090,train
152094,train
152095,train
152097,train
152099,train
152101,train
152102,train
152103,train
152104,train
152105,train
152106,train
152108,train
152109,train
152110,train
152111,train
152113,train
152114,train
152116,train
152117,train
152118,train
152121,train
152122,train
152124,train
152125,train
152126,train
152127,train
152128,train
152130,train
152131,train
152132,train
152135,train
152138,train
152143,train
152145,train
152147,train
152149,train
152151,train
152152,train
152153,train
152154,train
152155,train
152156,train
152157,train
152161,train
152162,train
152163,train
152165,train
152166,train
152168,train
152169,train
152172,train
152173,train
152174,train
152175,train
152177,train
152179,train
152180,train
152181,train
152184,train
152185,train
152187,train
152188,train
152189,train
152190,train
152193,train
152194,train
152196,train
152203,train
152205,train
152206,train
152207,train
152209,train
152211,train
152213,train
152214,train
152216,train
152218,train
152219,train
152221,train
152222,train
152224,train
152225,train
152226,train
152229,train
152231,train
152233,train
152234,train
152236,train
152237,train
152238,train
152241,train
152242,train
152243,train
152244,train
152246,train
152248,train
152251,train
152252,train
152253,train
152258,train
152260,train
152262,train
152264,train
152267,train
152269,train
152271,train
152273,train
152274,train
152275,train
152276,train
152278,train
152279,train
152280,train
152282,train
152283,train
152285,train
152287,train
152288,train
152290,train
152291,train
152292,train
152293,train
152295,train
152296,train
152301,train
152302,train
152303,train
152304,train
152306,train
152307,train
152308,train
152309,train
152310,train
152311,train
152313,train
152314,train
152315,train
152319,train
152320,train
152322,train
152323,train
152326,train
152328,train
152330,train
152331,train
152332,train
152335,train
152336,train
152337,train
152340,train
152341,train
152342,train
152343,train
152344,train
152347,train
152348,train
152349,train
152350,train
152352,train
152354,train
152357,train
152359,train
152360,train
152361,train
152362,train
152363,train
152366,train
152367,train
152370,train
152371,train
152372,train
152375,train
152376,train
152379,train
152382,train
152384,train
152385,train
152386,train
152387,train
152388,train
152389,train
152390,train
152391,train
152392,train
152393,train
152396,train
152397,train
152398,train
152399,train
152401,train
152402,train
152405,train
152407,train
152408,train
152409,train
152410,train
152411,train
152413,train
152416,train
152417,train
152421,train
152423,train
152430,train
152431,train
152432,train
152433,train
152434,train
152436,train
152439,train
152443,train
152444,train
152446,train
152447,train
152449,train
152450,train
152451,train
152453,train
152454,train
152455,train
152457,train
152458,train
152463,train
152464,train
152465,train
152466,train
152467,train
152469,train
152470,train
152471,train
152474,train
152476,train
152478,train
152480,train
152481,train
152483,train
152484,train
152487,train
152488,train
152489,train
152490,train
152491,train
152492,train
152494,train
152495,train
152496,train
152498,train
152499,train
152500,train
152501,train
152502,train
152503,train
152504,train
152505,train
152507,train
152508,train
152509,train
152510,train
152511,train
152512,train
152514,train
152515,train
152516,train
152517,train
152519,train
152521,train
152523,train
152524,train
152525,train
152527,train
152528,train
152529,train
152531,train
152532,train
152533,train
152534,train
152536,train
152537,train
152538,train
152539,train
152540,train
152541,train
152542,train
152545,train
152547,train
152550,train
152551,train
152553,train
152555,train
152560,train
152561,train
152564,train
152566,train
152569,train
152570,train
152572,train
152573,train
152574,train
152575,train
152576,train
152577,train
152578,train
152579,train
152580,train
152581,train
152582,train
152583,train
152584,train
152585,train
152587,train
152589,train
152592,train
152596,train
152598,train
152599,train
152601,train
152603,train
152604,train
152605,train
152606,train
152607,train
152608,train
152611,train
152613,train
152615,train
152616,train
152617,train
152622,train
152624,train
152625,train
152626,train
152629,train
152631,train
152635,train
152636,train
152637,train
152639,train
152642,train
152645,train
152647,train
152648,train
152649,train
152650,train
152651,train
152652,train
152654,train
152655,train
152659,train
152661,train
152664,train
152667,train
152668,train
152669,train
152671,train
152673,train
152675,train
152677,train
152678,train
152681,train
152683,train
152684,train
152685,train
152686,train
152688,train
152689,train
152690,train
152691,train
152692,train
152693,train
152694,train
152696,train
152697,train
152701,train
152704,train
152705,train
152706,train
152707,train
152708,train
152709,train
152712,train
152713,train
152714,train
152716,train
152723,train
152724,train
152725,train
152727,train
152728,train
152729,train
152730,train
152731,train
152732,train
152733,train
152734,train
152737,train
152738,train
152741,train
152743,train
152744,train
152746,train
152748,train
152749,train
152751,train
152752,train
152753,train
152754,train
152761,train
152763,train
152764,train
152765,train
152766,train
152768,train
152770,train
152771,train
152772,train
152773,train
152774,train
152776,train
152777,train
152778,train
152779,train
152781,train
152782,train
152786,train
152787,train
152789,train
152790,train
152792,train
152794,train
152795,train
152796,train
152797,train
152799,train
152800,train
152802,train
152803,train
152806,train
152809,train
152810,train
152813,train
152814,train
152822,train
152824,train
152825,train
152826,train
152827,train
152828,train
152829,train
152830,train
152836,train
152837,train
152839,train
152842,train
152843,train
152844,train
152847,train
152848,train
152849,train
152851,train
152852,train
152853,train
152856,train
152858,train
152859,train
152860,train
152863,train
152866,train
152867,train
152868,train
152870,train
152872,train
152878,train
152879,train
152883,train
152885,train
152886,train
152888,train
152890,train
152893,train
152895,train
152896,train
152897,train
152898,train
152899,train
152900,train
152902,train
152905,train
152907,train
152910,train
152911,train
152912,train
152914,train
152918,train
152919,train
152921,train
152922,train
152926,train
152929,train
152930,train
152931,train
152933,train
152935,train
152937,train
152940,train
152941,train
152942,train
152943,train
152945,train
152946,train
152949,train
152950,train
152952,train
152953,train
152954,train
152955,train
152957,train
152958,train
152959,train
152961,train
152962,train
152965,train
152966,train
152967,train
152968,train
152969,train
152970,train
152971,train
152972,train
152973,train
152975,train
152976,train
152979,train
152982,train
152984,train
152985,train
152987,train
152989,train
152990,train
152991,train
152992,train
152993,train
152994,train
152995,train
152998,train
152999,train
153003,train
153004,train
153005,train
153006,train
153011,train
153012,train
153013,train
153014,train
153015,train
153016,train
153019,train
153020,train
153023,train
153024,train
153025,train
153026,train
153030,train
153038,train
153039,train
153041,train
153042,train
153045,train
153046,train
153048,train
153049,train
153053,train
153054,train
153055,train
153058,train
153059,train
153060,train
153062,train
153063,train
153064,train
153065,train
153066,train
153068,train
153069,train
153070,train
153075,train
153076,train
153077,train
153078,train
153080,train
153081,train
153082,train
153085,train
153087,train
153090,train
153096,train
153097,train
153098,train
153100,train
153102,train
153104,train
153107,train
153109,train
153111,train
153112,train
153113,train
153114,train
153115,train
153117,train
153118,train
153121,train
153122,train
153125,train
153126,train
153127,train
153130,train
153131,train
153132,train
153136,train
153137,train
153138,train
153140,train
153141,train
153142,train
153143,train
153144,train
153147,train
153149,train
153151,train
153152,train
153153,train
153156,train
153157,train
153158,train
153162,train
153163,train
153164,train
153165,train
153166,train
153168,train
153169,train
153170,train
153171,train
153172,train
153173,train
153175,train
153176,train
153177,train
153178,train
153179,train
153180,train
153183,train
153184,train
153187,train
153188,train
153191,train
153192,train
153193,train
153194,train
153197,train
153199,train
153200,train
153201,train
153204,train
153205,train
153206,train
153207,train
153211,train
153212,train
153213,train
153214,train
153215,train
153216,train
153218,train
153222,train
153225,train
153226,train
153228,train
153229,train
153231,train
153232,train
153236,train
153238,train
153239,train
153240,train
153241,train
153242,train
153245,train
153247,train
153248,train
153249,train
153250,train
153251,train
153253,train
153257,train
153258,train
153259,train
153260,train
153262,train
153264,train
153265,train
153266,train
153267,train
153268,train
153270,train
153271,train
153273,train
153274,train
153275,train
153277,train
153278,train
153280,train
153281,train
153282,train
153283,train
153284,train
153285,train
153286,train
153290,train
153292,train
153293,train
153294,train
153295,train
153296,train
153297,train
153298,train
153299,train
153300,train
153305,train
153306,train
153307,train
153308,train
153309,train
153312,train
153313,train
153314,train
153316,train
153318,train
153319,train
153320,train
153322,train
153323,train
153324,train
153325,train
153326,train
153327,train
153331,train
153334,train
153335,train
153337,train
153338,train
153340,train
153344,train
153346,train
153347,train
153348,train
153349,train
153350,train
153351,train
153352,train
153353,train
153354,train
153355,train
153356,train
153357,train
153358,train
153359,train
153360,train
153361,train
153362,train
153363,train
153366,train
153369,train
153370,train
153374,train
153376,train
153377,train
153378,train
153379,train
153380,train
153384,train
153385,train
153386,train
153388,train
153390,train
153391,train
153392,train
153396,train
153399,train
153400,train
153402,train
153403,train
153404,train
153405,train
153406,train
153408,train
153409,train
153410,train
153411,train
153413,train
153415,train
153416,train
153417,train
153421,train
153422,train
153423,train
153425,train
153426,train
153427,train
153429,train
153430,train
153434,train
153436,train
153437,train
153438,train
153439,train
153444,train
153445,train
153447,train
153448,train
153450,train
153451,train
